Ia,Ib,Ic,Va,Vb,Vc,Fault_Category
5.416261382842573,4.734255429121695,4.289542737142094,260.87312756329703,250.99059639683426,283.1419301741437,0
4.4673755356605085,5.588963530690269,5.251391632365106,281.60067704218665,261.5086056316838,253.6870655216296,0
5.626885332922653,5.699118736088367,5.565118797241337,263.3231010315028,276.47322885082974,248.02492836351024,0
4.831834179740558,5.4423931038973,4.8212984093033375,252.25381982324612,240.85209525205084,265.0510043119896,0
5.491902886759764,4.5501831737591925,5.257594476600001,257.75931019560977,266.7939664951768,247.61108638624296,0
5.368872040821213,5.453146621116621,5.223140295223719,252.28567958829566,258.0674424650773,256.2237813336092,0
5.416558770323007,4.760359572283435,4.6650166307051935,262.2314558665581,251.7612308906441,249.91968795279095,0
4.657998435639956,5.014781978228681,4.586360682133287,254.01878192928461,269.8737137152712,240.71797441635405,0
5.218836844193527,4.475204184438972,4.857242634713241,268.00761758060025,248.492116750154,271.06799356067967,0
4.9438677292470485,5.178177800797918,4.438445904158864,252.7790460743745,250.29758584532937,259.33577550818353,0
5.112574173986449,5.392865863357922,5.155590064972123,251.73303275268825,274.51934540945797,270.88464780475874,0
4.683306140978668,4.9261147871976,5.729918656255886,278.4136001173583,255.30681349774352,253.8063236892558,0
5.006022951397152,5.798001312211349,4.992091647452761,250.35444937097694,262.47770130744465,258.43196537956504,0
4.412615416978969,6.083938309395604,5.251328534083025,243.01493611152145,257.56885290752547,257.5664825093195,0
5.531442308825766,4.95730078748119,5.020350390932229,263.1799159969516,246.56269589235558,255.20670535128065,0
4.775771610054858,5.536631281056849,5.44061537574367,252.0890160898873,258.83430490415833,240.33765921665406,0
5.274499296534677,4.637159044087567,4.527567139372686,251.64538967768922,260.93185146929545,235.303929774893,0
4.990432686542959,5.250811188548257,6.160697891712013,267.7384800374358,260.4096811743079,264.28068552278785,0
5.4944777028257485,4.742799980785227,5.48477084965291,258.92494088334774,269.9499209073168,271.65050576471566,0
5.913587872782098,4.96210014648449,4.446904248076836,241.41827559343847,263.1938170053552,261.01332964536635,0
5.603533702593013,5.635141070181659,4.622261342804871,262.0856745198525,259.0448357549181,263.01337780519003,0
4.993447559783227,5.120228955406158,4.026997557574713,259.2691176122222,248.52762228111285,258.5300544034306,0
5.030495458559059,4.227327370624935,4.9979766390091545,292.67962282474605,259.35209859064156,266.7223595025719,0
4.542186878551189,5.220061910225707,5.0368903405530565,273.6480281738298,243.43369919517153,261.24805629971394,0
4.440083711874863,5.36851207208663,5.673354979401321,259.95250105162484,254.70335721402316,263.46201187423526,0
4.795091068574736,3.805582511204079,5.20317578512706,259.47693787664,260.5903158642562,263.8193593707807,0
5.127359162363826,5.040259058469358,4.988924279947085,235.21260093239673,257.81213368695205,265.40412282025085,0
5.681373417968801,5.188262199117133,4.913354497227119,264.84504122805157,273.7195475590104,249.7310068840422,0
4.26436028050801,4.677557069335609,5.068562236011119,269.27748210031467,260.65407284307986,251.02316823619032,0
4.900190933348134,4.828687754601526,5.495741934917024,232.7055943174404,227.81455065333392,248.13818892480046,0
5.081820516453964,4.996597583915311,4.319598981225668,263.1988788178029,241.3432660625327,257.64376618537926,0
5.422102572725945,4.761697936647059,5.54019417877516,264.3562939075913,268.61354240458587,241.215227343079,0
5.027400587839612,4.845297540598956,4.99787915787746,265.2465824533747,249.8589363151437,258.57137934558966,0
4.595860054601295,4.711573016816979,4.93895441177821,269.867074137616,247.35016682637854,270.0310625159561,0
4.8407541521171975,4.969472427543973,4.681068443859332,269.83999346155616,248.1809607026875,277.3521074993016,0
5.511445907187424,5.323424646597726,4.8039561504898005,258.08882231235066,247.9037073989398,279.84451023349146,0
4.821352031476728,5.176530358174431,5.656138898110184,256.7517072390155,255.9499521402401,267.7840489945739,0
5.28168358247864,4.940619229847927,4.756617364043554,248.65163940925072,251.4490433289497,249.91760291017852,0
4.364012570388928,5.575533741039505,4.326158179867373,261.38026104841936,253.31471885150822,251.71872245311312,0
5.252910346224878,5.002714925645273,6.435570912528936,261.01428560995544,251.41400751169758,252.2055236396609,0
5.547561953441678,5.298924833709106,5.2419452990805775,270.7882736029493,272.79655720297677,234.98788565884604,0
5.525096525936399,6.327105318332724,4.8132942732301665,258.84668729188314,257.04804549095155,284.2139081910337,0
4.749120896348074,4.690937652645283,4.6484750170737765,259.21229227796664,248.57500632896995,259.94730478282236,0
4.702874461556403,5.4969838422026305,5.157901289887469,267.97621942714466,251.52811866314107,259.9564063244421,0
4.159697923990096,5.625334268747596,4.532855923525849,258.82106906226346,255.02475401735046,268.5417793617223,0
4.344816397691173,4.992368990002039,4.40729928198747,276.81593204174385,265.9280374088409,265.76631931091833,0
6.025473633547676,4.004864161415461,4.108894515031337,271.5344082976279,235.21005741897125,258.6643147760196,0
4.701685772762674,5.180856552137404,4.568716021366933,266.03417165082095,257.50880468123046,260.9247186695869,0
4.9578644747301945,5.4019157145665835,4.589861865692576,271.28890726022377,254.72323107538332,246.62236587196352,0
4.936394382199091,5.0965593248097525,5.066048185532601,257.97769046505084,261.8858235653272,272.7472083794479,0
5.570276138326587,5.060250920224917,5.176003569783071,258.02048335368625,269.5173474688358,260.5529411991958,0
4.294828502329795,4.802635037002904,4.630832069826346,272.1078774351622,265.3989713235919,261.81894004944564,0
4.506881205594807,5.269104379540857,5.600443476422647,249.93612842889166,248.93335132949375,245.12224155681372,0
4.8330861971367,5.0087665008104,5.2405666909835364,264.18579965665,248.38956609763906,249.25761612977433,0
4.424747866856401,4.864457066124735,5.511082698095833,248.22496620395992,265.3621893961774,250.8326032903739,0
5.3675248930475234,4.814711210216579,4.728977123130097,246.51093392856492,253.9150231237504,245.69292557669866,0
5.049688530501794,4.649693119574398,4.716525651661737,239.1204691109902,263.0800239331155,268.575666994374,0
5.08433963164013,5.709853243144651,4.85666405727214,253.6105878661545,240.25788111277453,278.03304075712407,0
4.2002662108599385,4.56306995681109,4.822803873763266,258.03394383454105,261.5583314639636,290.2712878979222,0
5.167757074638809,4.939753937114402,4.5401597819514,264.3749012216832,257.9451197112283,252.66258439203636,0
5.507920153130082,5.574269810888806,5.348916103556081,264.18179990968173,278.16077155169995,292.0110373023785,0
4.734338269961317,5.1234783433958935,5.615375165712022,271.7961191833945,265.83985979031627,266.6921308830281,0
4.9098375310108056,4.928697984015943,4.8205008697138405,261.3487672057597,259.8667313982004,246.4603477782398,0
5.154712627927981,4.404410255950503,5.278205490003407,260.7924505872289,272.53369969452933,258.7970714811861,0
4.377003266677308,5.4615627981130075,5.464227942745083,250.43349237620728,265.70882809356345,254.60458541653963,0
4.308160997678948,4.323701633706645,4.103801914669705,237.07907466812296,240.20205244067753,246.7525118349458,0
5.26538223437123,4.823956397013659,4.504098690505464,268.6042479631692,280.84682964205234,244.30536636005695,0
4.641667956885694,4.521460652072493,4.209819158233163,251.27230985623265,275.1385321884028,258.2684157631348,0
5.102010773283884,6.02359963482177,5.304799121873109,266.6036005201668,251.33197996572238,275.0849092245851,0
5.542767835446616,4.306127313963074,5.035042653349856,258.2394767073079,281.1240100669024,248.12325302888956,0
4.950909094123525,4.94240322930718,5.186802193316453,267.3776631178729,251.6584366166099,263.61633239251563,0
4.8199754730880855,4.615571068389377,4.591551187664415,258.6115104003998,282.04802406427115,263.5066136277373,0
4.640898627387494,5.863742321762909,5.64494579543954,258.594560173452,253.71561217473473,250.58142927703705,0
5.073538731997403,5.497423510521818,5.407026097942701,276.8166176269252,265.7409785241214,261.1938233901164,0
4.271649850408596,5.626370014244765,5.240175117304114,251.80188706365553,278.0066909495813,262.3773324971535,0
5.70124007334785,4.647950863005111,3.8777532663918164,277.6336337997283,246.8979971457032,253.34110873472324,0
4.1899728824196085,5.073645183895831,5.774022772074363,264.6858554089959,265.3654542666136,257.58861577736803,0
5.554833711008131,5.09523831967881,4.513676124908137,255.7417733774045,269.43856134532393,281.3050967963226,0
5.827690393469178,4.635461027594822,5.80494595189005,268.2424203977519,263.9126526268725,246.09825603075063,0
4.493855473759883,5.155857993529187,4.887332889915863,257.4189496728774,259.42049005282234,265.13854998227526,0
5.571383920429674,4.387950205837161,5.178156132411048,279.9925971013497,265.1931792259881,266.3856960841454,0
5.18073624232099,4.777623807495915,4.83479934045308,264.9697338604421,262.71309435647146,252.5530421289423,0
4.971619011672879,4.8655528182438035,4.540221211465189,267.5694830149318,292.8928765264805,267.91719154901523,0
4.949544673224697,4.943571671560516,4.149038770663793,256.3987672784648,248.08905234522183,262.49907802436445,0
5.0528602865980154,5.129924610646662,4.513007277097048,236.36809193072605,271.4840660780519,260.71114857240343,0
5.112603709636592,4.126293946116566,4.402989265712886,235.62529882412272,269.19147251264764,234.83685330156342,0
5.2652139159246385,5.380540588344773,4.877221420482237,282.66382022970856,280.93937904977287,263.3288362791339,0
5.373100178562105,5.366034427706936,4.947159344264948,239.32528565535233,276.65076820637836,255.5226288208605,0
4.662738844769711,5.604790598275859,4.696499079834408,251.81379024349593,253.93760954229975,289.2974808985595,0
5.835803059542125,4.331610653068319,5.711676284300314,257.7148595472117,263.11960463695783,270.05694496065655,0
4.354793019388944,5.3823502507311325,5.091737604009363,235.5529578580048,273.1382673724125,280.3971640898533,0
4.91030093118927,4.863655413908963,6.1186644241994195,254.99835254794246,271.7807410092684,257.4712510994078,0
4.9970781079087745,4.3332359332953825,4.494428526544945,237.54038845874157,250.30974560921575,254.42300127942957,0
5.472728164798844,4.869858446779239,5.544320734160013,257.0937691380092,268.52806409586276,274.58739836830756,0
4.750628607625756,5.65261633200575,4.718874702781319,239.51218922194337,248.45561628775442,265.13769398369834,0
4.877522514719994,3.972005769966601,4.871228404522868,274.90677517626375,254.96228349006412,271.0962587172499,0
4.481545643270418,4.478041505022526,5.349517561575578,268.65583524378616,247.80777059106157,265.09905989163695,0
4.354063261291408,5.460850154356223,5.475982891700247,276.56318146390464,259.72258333620505,242.4305224294655,0
5.562839187773292,4.799754685449388,5.806462736431866,248.78651612334033,256.5475776374884,252.43092609966962,0
6.031040530525313,5.138467377692352,4.9186220839849275,251.82527279862302,240.13296808629963,240.97734506452005,0
5.417287184755831,5.763098575214311,4.937222691911917,256.7754229767041,254.9876390632157,260.3494183936478,0
5.070438770861053,4.309174015592805,4.442521365987582,253.74717398749112,259.337328160571,257.90395019185974,0
5.119503627786586,5.587961049937284,5.3770116381450945,268.9820963371948,283.5514032346011,258.1160760138306,0
4.94815483402056,5.149856186588416,4.135092743962667,241.67650689153004,276.8233007040455,273.5729760837362,0
4.5137179379589645,4.5912866673381725,4.6654869791566,247.8526602134814,247.08669787843996,260.1554235390903,0
4.7675654204575935,5.243695125687569,3.45888377957876,253.65578041252385,245.67883801091045,248.5827264224499,0
4.96262653099083,4.455167918668983,4.513430454992011,283.3739235446228,274.97151872264936,275.71388030374425,0
5.138548283371393,4.773550004725975,4.751120006556988,259.5618741801421,270.36665866007615,254.1322077279781,0
5.428374870236764,4.896439953797925,5.45674647195951,252.76660169042327,265.81604869823923,247.20898854864754,0
4.867639623015589,5.535568347878752,5.413435209790317,241.40201306869588,255.47258063655119,265.53494247861033,0
4.825440082780633,4.790618374211018,4.698898560973568,251.5839428204713,251.3613168171735,256.2728372480173,0
5.26013043136332,5.197689495223048,5.332190797429355,282.0833982687839,244.52424758811904,257.78298098589914,0
5.059340696396216,4.605317816108936,4.914979896923687,258.5128947419485,258.9384842886803,269.4278166439629,0
4.9140443153008455,4.714511057036,5.493421159355107,279.29897648189456,273.96665246905,261.609259102148,0
5.111031944539064,5.291082124123065,4.595354220725673,240.31459759888915,243.18154912252484,245.11939493468668,0
5.334221429570274,5.148189163419109,5.1154446452645725,250.7284717723438,262.15498955736604,278.715843333955,0
5.464028798009399,6.208260403106206,4.933210577650711,268.07031239871577,265.2289333166089,280.32174661069115,0
5.689893435915179,4.662032362042269,5.091704661785459,279.99446343151453,266.81148738150335,234.33164981163037,0
4.664925233084272,5.179800819817821,5.148347317807817,268.557686509944,253.66532511499184,276.36548066868954,0
5.506058094098098,4.634052428753851,5.068543591401562,254.65301321436115,232.36432307798844,274.6073677794519,0
4.794452016053001,5.980807928923074,5.220942014526151,258.8218381750127,244.68131703535346,248.1491257885486,0
